post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_datetime,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label
IG0007196,11,creator,9044,carousel,Fitness,Reels Feed,0,2025-01-22 13:00:00,2025-01-22,13,Wednesday,143,0,8,15,2834,3273,0.0507,365,111,6,high
IG0007197,7,creator,3551,carousel,Fitness,External,0,2025-01-17 00:00:00,2025-01-17,0,Friday,244,6,11,48,4656,5851,0.0528,213,129,9,high
IG0007198,2,creator,22291,carousel,Music,Explore,0,2025-04-01 03:00:00,2025-04-01,3,Tuesday,172,7,10,30,2989,4118,0.0532,688,110,9,high
IG0007199,18,creator,7486,reel,Travel,Reels Feed,1,2025-05-12 20:00:00,2025-05-12,20,Monday,1011,18,66,171,5344,6927,0.1828,523,133,6,viral
IG0007200,4,brand,4972,carousel,Travel,Profile,0,2025-03-02 04:00:00,2025-03-02,4,Sunday,70,0,2,19,4482,5886,0.0155,959,137,11,low
IG0007201,8,creator,15986,carousel,Comedy,Explore,0,2025-09-26 09:00:00,2025-09-26,9,Friday,40,1,2,2,2632,3936,0.0114,925,119,7,low
IG0007202,20,creator,31095,reel,Travel,Explore,1,2025-07-19 17:00:00,2025-07-19,17,Saturday,195,5,12,28,2821,4348,0.0552,982,117,4,high
IG0007203,14,creator,3083,image,Lifestyle,Profile,0,2025-05-15 08:00:00,2025-05-15,8,Thursday,164,6,6,29,3345,5146,0.0398,732,143,4,medium
IG0007204,12,creator,13798,carousel,Travel,Home Feed,0,2025-07-17 06:00:00,2025-07-17,6,Thursday,252,6,16,33,6757,10774,0.0285,929,123,7,medium
IG0007205,18,brand,7486,carousel,Music,Hashtags,0,2025-11-07 03:00:00,2025-11-07,3,Friday,102,2,5,17,2641,3602,0.035,732,139,10,medium
IG0007206,11,creator,9044,carousel,Fitness,Profile,0,2025-06-29 20:00:00,2025-06-29,20,Sunday,142,3,10,18,2782,3407,0.0508,595,138,2,high
IG0007207,8,creator,15986,carousel,Technology,Profile,1,2025-07-03 14:00:00,2025-07-03,14,Thursday,634,16,35,76,8168,12508,0.0608,692,97,6,high
IG0007208,2,creator,22291,image,Technology,Hashtags,0,2025-09-12 16:00:00,2025-09-12,16,Friday,197,7,9,26,9407,12938,0.0185,298,102,3,low
IG0007209,15,brand,8167,image,Lifestyle,Explore,0,2025-08-26 04:00:00,2025-08-26,4,Tuesday,106,2,12,14,4652,6498,0.0206,214,115,14,low
IG0007210,9,creator,6916,carousel,Photography,Reels Feed,0,2025-11-06 10:00:00,2025-11-06,10,Thursday,976,29,61,130,21802,24676,0.0485,958,114,3,high
IG0007211,19,creator,3447,image,Music,Hashtags,1,2025-09-09 05:00:00,2025-09-09,5,Tuesday,66,2,0,6,4507,6631,0.0112,481,121,4,low
IG0007212,20,brand,31095,carousel,Fashion,Hashtags,0,2025-05-27 04:00:00,2025-05-27,4,Tuesday,188,3,3,21,6072,6724,0.032,228,137,6,medium
IG0007213,8,creator,15986,reel,Food,Profile,0,2025-02-18 21:00:00,2025-02-18,21,Tuesday,450,15,23,66,5992,8319,0.0666,209,117,6,viral
IG0007214,19,creator,3447,image,Comedy,Reels Feed,1,2025-03-07 22:00:00,2025-03-07,22,Friday,251,4,12,36,3831,6005,0.0505,820,128,12,high
IG0007215,5,creator,10739,image,Fashion,Profile,1,2025-05-19 12:00:00,2025-05-19,12,Monday,116,4,10,19,5650,7110,0.021,885,111,4,low
IG0007216,11,brand,9044,carousel,Music,Reels Feed,0,2025-06-03 05:00:00,2025-06-03,5,Tuesday,958,30,43,140,17064,19909,0.0588,316,144,6,high
IG0007217,15,brand,8167,carousel,Travel,Home Feed,0,2025-04-29 14:00:00,2025-04-29,14,Tuesday,51,2,0,6,1537,2273,0.026,515,117,9,low
IG0007218,8,creator,15986,carousel,Fitness,Home Feed,0,2025-02-27 12:00:00,2025-02-27,12,Thursday,47,0,0,7,3080,3800,0.0142,200,122,7,low
IG0007219,19,creator,3447,reel,Fashion,Home Feed,1,2025-05-15 12:00:00,2025-05-15,12,Thursday,248,6,8,37,3560,4406,0.0679,62,125,12,viral
IG0007220,8,creator,15986,carousel,Food,External,1,2025-05-03 09:00:00,2025-05-03,9,Saturday,118,4,4,18,2407,3489,0.0413,656,113,8,high
IG0007221,19,brand,3447,image,Photography,Home Feed,0,2025-02-05 01:00:00,2025-02-05,1,Wednesday,320,12,18,44,5794,8988,0.0438,323,114,4,high
IG0007222,18,creator,7486,carousel,Technology,Home Feed,0,2025-05-24 01:00:00,2025-05-24,1,Saturday,127,2,11,0,2029,3219,0.0435,501,110,9,high
IG0007223,10,creator,4542,carousel,Photography,Reels Feed,0,2024-12-17 08:00:00,2024-12-17,8,Tuesday,1032,41,58,142,21710,26927,0.0473,25,104,4,high
IG0007224,7,creator,3551,carousel,Food,Hashtags,0,2025-09-01 21:00:00,2025-09-01,21,Monday,164,5,8,0,3389,5271,0.0336,700,129,10,medium
IG0007225,9,brand,6916,reel,Fitness,Explore,1,2025-09-23 19:00:00,2025-09-23,19,Tuesday,447,13,28,54,7068,9786,0.0554,297,124,12,high
IG0007226,1,creator,9461,carousel,Travel,Hashtags,1,2025-11-17 09:00:00,2025-11-17,9,Monday,1570,63,74,231,22366,29328,0.0661,332,105,8,viral
IG0007227,19,creator,3447,carousel,Food,Explore,1,2024-12-13 20:00:00,2024-12-13,20,Friday,355,12,10,43,4792,6604,0.0636,642,132,7,viral
IG0007228,5,creator,10739,carousel,Comedy,Home Feed,0,2025-02-10 10:00:00,2025-02-10,10,Monday,17,0,1,4,816,1293,0.017,882,111,10,low
IG0007229,19,brand,3447,carousel,Food,Reels Feed,0,2025-08-30 20:00:00,2025-08-30,20,Saturday,188,4,0,26,3829,5682,0.0384,944,124,14,medium
IG0007230,1,brand,9461,image,Music,Explore,1,2025-01-03 07:00:00,2025-01-03,7,Friday,160,5,6,31,2389,2881,0.0701,125,94,10,viral
IG0007231,15,creator,8167,reel,Travel,Home Feed,1,2025-09-17 20:00:00,2025-09-17,20,Wednesday,113,3,3,13,3002,3506,0.0376,213,113,6,medium
IG0007232,16,creator,9696,carousel,Fitness,Home Feed,1,2025-04-24 17:00:00,2025-04-24,17,Thursday,433,16,28,64,6029,9341,0.0579,945,117,8,viral
IG0007233,7,creator,3551,image,Technology,External,0,2024-11-23 01:00:00,2024-11-23,1,Saturday,44,0,1,5,2122,2940,0.017,844,123,9,low
IG0007234,12,creator,13798,image,Technology,External,1,2025-11-07 20:00:00,2025-11-07,20,Friday,366,10,23,55,4818,5852,0.0776,479,111,6,viral
IG0007235,8,creator,15986,carousel,Food,Profile,1,2025-05-08 03:00:00,2025-05-08,3,Thursday,587,20,30,81,12612,17185,0.0418,772,136,8,high
IG0007236,5,creator,10739,image,Music,Home Feed,1,2025-07-31 17:00:00,2025-07-31,17,Thursday,336,10,14,0,4940,5982,0.0602,76,129,2,viral
IG0007237,10,brand,4542,carousel,Fashion,External,0,2025-08-04 21:00:00,2025-08-04,21,Monday,442,14,21,67,7948,11011,0.0494,653,129,10,high
IG0007238,5,creator,10739,carousel,Photography,External,0,2025-11-11 15:00:00,2025-11-11,15,Tuesday,73,0,4,0,2175,2550,0.0302,831,128,7,medium
IG0007239,17,brand,15923,reel,Photography,Explore,1,2025-06-06 23:00:00,2025-06-06,23,Friday,200,7,8,26,12091,17171,0.014,972,108,6,low
IG0007240,5,brand,10739,reel,Photography,Profile,0,2025-04-03 01:00:00,2025-04-03,1,Thursday,172,5,8,22,3319,3652,0.0567,159,110,11,viral
IG0007241,15,creator,8167,carousel,Fashion,External,0,2025-08-01 06:00:00,2025-08-01,6,Friday,335,7,14,56,7417,11621,0.0355,477,120,10,medium
IG0007242,13,creator,5824,image,Music,Reels Feed,1,2025-04-17 03:00:00,2025-04-17,3,Thursday,616,0,21,91,11264,15261,0.0477,586,123,6,high
IG0007243,1,brand,9461,image,Photography,Home Feed,1,2025-09-24 04:00:00,2025-09-24,4,Wednesday,531,11,23,80,9748,12686,0.0508,305,133,8,high
IG0007244,11,brand,9044,carousel,Comedy,Home Feed,1,2025-09-10 17:00:00,2025-09-10,17,Wednesday,0,1,4,9,1526,2080,0.0067,638,124,6,high
IG0007245,1,creator,9461,reel,Fashion,External,0,2025-10-09 09:00:00,2025-10-09,9,Thursday,245,6,14,0,8144,9010,0.0294,220,109,8,medium
IG0007246,11,creator,9044,carousel,Fashion,External,0,2025-02-21 08:00:00,2025-02-21,8,Friday,188,4,4,26,2801,3412,0.0651,283,106,6,viral
IG0007247,18,brand,7486,carousel,Fitness,Reels Feed,1,2024-11-21 15:00:00,2024-11-21,15,Thursday,90,1,3,12,4119,5576,0.019,395,109,6,low
IG0007248,18,creator,7486,reel,Fitness,Explore,1,2025-08-06 18:00:00,2025-08-06,18,Wednesday,149,4,9,18,5632,6725,0.0268,838,117,11,medium
IG0007249,16,creator,9696,image,Travel,External,1,2025-05-13 16:00:00,2025-05-13,16,Tuesday,194,7,9,34,3433,5491,0.0444,791,110,5,high
IG0007250,13,brand,5824,reel,Comedy,Reels Feed,0,2025-03-26 03:00:00,2025-03-26,3,Wednesday,128,0,5,15,2168,2650,0.0558,324,121,7,high
IG0007251,7,brand,3551,image,Comedy,Hashtags,1,2024-12-24 00:00:00,2024-12-24,0,Tuesday,0,10,18,39,3814,5048,0.0133,57,119,12,viral
IG0007252,1,creator,9461,carousel,Travel,Reels Feed,1,2025-03-01 05:00:00,2025-03-01,5,Saturday,113,3,8,14,2822,3253,0.0424,500,119,8,high
IG0007253,16,creator,9696,carousel,Comedy,Reels Feed,0,2025-06-09 15:00:00,2025-06-09,15,Monday,501,14,29,72,7242,10937,0.0563,809,105,7,viral
IG0007254,1,creator,9461,carousel,Lifestyle,Hashtags,1,2025-04-29 12:00:00,2025-04-29,12,Tuesday,29,1,3,4,1919,2329,0.0159,924,134,8,low
IG0007255,17,creator,15923,carousel,Beauty,Profile,1,2025-01-17 03:00:00,2025-01-17,3,Friday,368,10,15,67,12630,18524,0.0248,352,129,13,medium
IG0007256,6,brand,10034,image,Photography,External,1,2025-08-10 19:00:00,2025-08-10,19,Sunday,92,5,6,10,2791,3809,0.0297,563,129,10,medium
IG0007257,2,creator,22291,image,Fitness,External,0,2025-06-27 08:00:00,2025-06-27,8,Friday,1403,53,69,212,21170,24962,0.0696,778,117,11,viral
IG0007258,17,brand,15923,image,Travel,Home Feed,0,2025-05-08 22:00:00,2025-05-08,22,Thursday,170,3,5,25,4438,6941,0.0292,574,111,6,medium
IG0007259,6,creator,10034,carousel,Travel,External,0,2025-10-03 03:00:00,2025-10-03,3,Friday,554,12,29,98,8302,11959,0.0579,591,105,9,high
IG0007260,14,creator,3083,reel,Comedy,Profile,1,2025-07-11 04:00:00,2025-07-11,4,Friday,21,0,2,5,1083,1305,0.0215,751,120,8,low
IG0007261,18,creator,7486,carousel,Fashion,Home Feed,0,2025-09-22 03:00:00,2025-09-22,3,Monday,62,2,1,9,1907,2529,0.0293,28,107,9,medium
IG0007262,6,creator,10034,carousel,Technology,Home Feed,0,2025-08-21 20:00:00,2025-08-21,20,Thursday,86,2,4,16,3271,3602,0.03,913,108,9,medium
IG0007263,10,brand,4542,carousel,Food,Profile,1,2025-07-15 10:00:00,2025-07-15,10,Tuesday,119,3,3,16,4226,5382,0.0262,32,149,10,medium
IG0007264,18,brand,7486,carousel,Food,Hashtags,1,2025-05-18 16:00:00,2025-05-18,16,Sunday,328,10,18,55,10330,13234,0.0311,477,122,7,medium
IG0007265,9,creator,6916,carousel,Travel,External,0,2025-01-27 06:00:00,2025-01-27,6,Monday,192,4,4,23,3552,5592,0.0399,341,108,13,medium
IG0007266,8,brand,15986,image,Photography,Explore,0,2025-08-25 08:00:00,2025-08-25,8,Monday,255,5,16,44,20366,24394,0.0131,963,114,11,low
IG0007267,10,creator,4542,carousel,Lifestyle,Explore,0,2025-02-19 16:00:00,2025-02-19,16,Wednesday,95,6,7,13,3317,4314,0.028,601,107,8,medium
IG0007268,17,creator,15923,image,Photography,External,0,2025-05-12 18:00:00,2025-05-12,18,Monday,279,11,26,45,7715,11562,0.0312,999,116,9,medium
IG0007269,6,creator,10034,image,Travel,Reels Feed,0,2025-06-26 12:00:00,2025-06-26,12,Thursday,340,10,22,47,5293,7685,0.0545,70,131,11,high
IG0007270,14,creator,3083,image,Photography,Home Feed,0,2025-02-20 22:00:00,2025-02-20,22,Thursday,124,4,10,23,4251,6048,0.0266,786,126,14,medium
IG0007271,6,creator,10034,image,Fitness,Reels Feed,0,2025-03-02 03:00:00,2025-03-02,3,Sunday,186,7,9,34,2493,2987,0.079,849,126,7,viral
IG0007272,7,creator,3551,carousel,Photography,Reels Feed,1,2025-04-24 08:00:00,2025-04-24,8,Thursday,257,7,11,37,5551,7374,0.0423,448,131,9,high
IG0007273,12,creator,13798,carousel,Comedy,Reels Feed,0,2025-05-05 10:00:00,2025-05-05,10,Monday,153,5,3,23,5939,7228,0.0255,63,135,9,medium
IG0007274,3,creator,10018,reel,Comedy,External,0,2025-06-02 12:00:00,2025-06-02,12,Monday,107,8,5,16,2665,3995,0.034,818,130,7,medium
IG0007275,14,creator,3083,carousel,Lifestyle,Reels Feed,0,2025-02-04 23:00:00,2025-02-04,23,Tuesday,166,1,11,24,10003,13299,0.0152,924,108,7,low
IG0007276,19,creator,3447,reel,Fitness,Reels Feed,0,2025-04-08 15:00:00,2025-04-08,15,Tuesday,29,0,3,5,1193,1340,0.0276,546,141,9,medium
IG0007277,16,creator,9696,carousel,Technology,Reels Feed,0,2025-03-14 09:00:00,2025-03-14,9,Friday,0,6,11,18,4134,6148,0.0057,464,127,8,medium
IG0007278,7,brand,3551,carousel,Fashion,Hashtags,1,2025-10-27 03:00:00,2025-10-27,3,Monday,834,39,39,93,5105,7181,0.14,507,124,6,high
IG0007279,8,creator,15986,reel,Fitness,Profile,1,2025-09-20 02:00:00,2025-09-20,2,Saturday,239,8,7,32,3247,5136,0.0557,33,100,9,high
IG0007280,18,creator,7486,image,Music,Reels Feed,1,2025-05-18 20:00:00,2025-05-18,20,Sunday,183,6,6,18,3544,5263,0.0405,472,125,7,medium
IG0007281,13,creator,5824,carousel,Beauty,External,1,2025-07-28 22:00:00,2025-07-28,22,Monday,161,6,3,0,2109,2470,0.0688,306,119,4,viral
IG0007282,9,brand,6916,reel,Travel,Hashtags,1,2025-01-22 21:00:00,2025-01-22,21,Wednesday,1492,53,72,209,24718,37895,0.0482,814,137,7,high
IG0007283,10,brand,4542,reel,Music,Reels Feed,0,2025-07-16 06:00:00,2025-07-16,6,Wednesday,100,5,4,23,6661,9867,0.0134,135,130,6,low
IG0007284,9,creator,6916,carousel,Lifestyle,Explore,0,2025-10-04 20:00:00,2025-10-04,20,Saturday,18,0,2,1,1091,1310,0.016,249,126,11,low
IG0007285,15,creator,8167,carousel,Music,Reels Feed,0,2024-12-11 11:00:00,2024-12-11,11,Wednesday,362,6,14,55,5227,7726,0.0566,701,116,8,high
IG0007286,20,creator,31095,image,Comedy,Reels Feed,1,2025-09-26 17:00:00,2025-09-26,17,Friday,61,2,2,4,3743,5841,0.0118,175,125,9,low
IG0007287,2,brand,22291,reel,Photography,Reels Feed,0,2025-04-23 04:00:00,2025-04-23,4,Wednesday,253,6,9,34,3721,4386,0.0689,232,124,4,viral
IG0007288,13,creator,5824,reel,Fashion,Profile,0,2025-05-09 22:00:00,2025-05-09,22,Friday,110,3,4,15,4653,6464,0.0204,609,122,4,low
IG0007289,2,creator,22291,reel,Food,External,0,2025-07-16 16:00:00,2025-07-16,16,Wednesday,91,2,4,13,4589,5265,0.0209,232,124,7,low
IG0007290,19,brand,3447,image,Travel,Home Feed,0,2025-05-03 04:00:00,2025-05-03,4,Saturday,69,1,4,20,3291,5049,0.0186,461,113,12,low
IG0007291,2,brand,22291,image,Food,Reels Feed,1,2025-04-21 19:00:00,2025-04-21,19,Monday,535,10,23,89,8380,12943,0.0508,731,117,8,high
IG0007292,3,creator,10018,reel,Photography,External,0,2025-11-19 11:00:00,2025-11-19,11,Wednesday,106,4,8,21,1659,2606,0.0533,746,127,8,high
IG0007293,6,creator,10034,carousel,Comedy,Explore,0,2025-03-09 22:00:00,2025-03-09,22,Sunday,191,3,6,29,3574,5598,0.0409,507,113,15,high
IG0007294,3,creator,10018,carousel,Comedy,External,0,2025-02-15 15:00:00,2025-02-15,15,Saturday,0,18,42,126,8320,10951,0.017,739,127,7,medium
IG0007295,10,creator,4542,carousel,Photography,Hashtags,0,2025-09-11 15:00:00,2025-09-11,15,Thursday,98,5,4,24,6628,7739,0.0169,967,124,9,low
IG0007296,6,creator,10034,carousel,Travel,Explore,1,2025-03-07 21:00:00,2025-03-07,21,Friday,451,17,24,72,16549,26318,0.0214,217,128,13,low
IG0007297,16,brand,9696,image,Food,Explore,0,2025-06-29 06:00:00,2025-06-29,6,Sunday,89,1,4,18,4423,6458,0.0173,389,119,6,low
IG0007298,17,creator,15923,reel,Fitness,External,0,2025-01-13 19:00:00,2025-01-13,19,Monday,192,4,12,38,3907,4821,0.051,757,125,9,high
IG0007299,19,creator,3447,reel,Comedy,Explore,1,2025-07-06 12:00:00,2025-07-06,12,Sunday,584,26,26,87,7813,10730,0.0674,969,137,11,viral
IG0007300,3,creator,10018,reel,Food,Home Feed,0,2024-12-06 04:00:00,2024-12-06,4,Friday,224,6,11,38,5369,7157,0.039,322,112,10,medium
IG0007301,18,creator,7486,image,Technology,External,0,2025-08-12 23:00:00,2025-08-12,23,Tuesday,489,12,28,69,7290,8456,0.0707,580,126,10,viral
IG0007302,7,creator,3551,reel,Food,Home Feed,0,2025-09-21 18:00:00,2025-09-21,18,Sunday,387,7,21,65,16862,19834,0.0242,345,120,9,medium
IG0007303,9,creator,6916,carousel,Technology,External,0,2025-01-19 19:00:00,2025-01-19,19,Sunday,428,18,28,67,6671,7953,0.068,766,146,7,viral
IG0007304,20,brand,31095,image,Technology,External,1,2025-05-24 15:00:00,2025-05-24,15,Saturday,29,0,1,2,776,1018,0.0314,886,118,6,medium
IG0007305,12,creator,13798,reel,Comedy,Explore,0,2025-01-01 09:00:00,2025-01-01,9,Wednesday,647,19,27,105,10185,13120,0.0608,522,139,7,viral
IG0007306,5,creator,10739,image,Travel,Home Feed,0,2025-11-09 11:00:00,2025-11-09,11,Sunday,114,2,5,21,3413,4583,0.031,243,118,7,medium
IG0007307,3,brand,10018,carousel,Lifestyle,External,1,2025-02-02 05:00:00,2025-02-02,5,Sunday,129,6,4,19,3306,4718,0.0335,27,135,11,medium
IG0007308,11,brand,9044,reel,Comedy,Reels Feed,0,2025-04-24 22:00:00,2025-04-24,22,Thursday,451,10,14,57,9312,14379,0.037,784,119,13,medium
IG0007309,4,creator,4972,carousel,Travel,Home Feed,0,2024-12-03 20:00:00,2024-12-03,20,Tuesday,188,8,12,0,7154,9396,0.0221,582,127,10,medium
IG0007310,5,creator,10739,carousel,Travel,Profile,1,2025-02-20 18:00:00,2025-02-20,18,Thursday,277,8,10,37,5950,8883,0.0374,304,139,5,medium
IG0007311,1,brand,9461,image,Music,Hashtags,0,2025-08-24 20:00:00,2025-08-24,20,Sunday,220,5,4,26,3027,4036,0.0632,512,107,3,viral
IG0007312,18,creator,7486,carousel,Photography,Explore,1,2025-11-19 01:00:00,2025-11-19,1,Wednesday,459,20,30,69,13368,15506,0.0373,351,117,6,medium
IG0007313,12,creator,13798,image,Photography,Explore,0,2025-05-20 07:00:00,2025-05-20,7,Tuesday,321,5,17,59,5650,7409,0.0543,944,120,14,high
IG0007314,13,brand,5824,carousel,Photography,Reels Feed,0,2025-02-01 19:00:00,2025-02-01,19,Saturday,450,9,15,60,7130,9869,0.0541,184,106,6,high
IG0007315,9,creator,6916,reel,Beauty,External,0,2025-04-10 08:00:00,2025-04-10,8,Thursday,181,4,10,30,2885,4247,0.053,213,127,5,high
IG0007316,2,creator,22291,carousel,Comedy,Home Feed,0,2024-12-31 02:00:00,2024-12-31,2,Tuesday,311,11,10,40,3981,4933,0.0754,509,136,9,viral
IG0007317,5,creator,10739,carousel,Travel,Hashtags,1,2025-01-10 06:00:00,2025-01-10,6,Friday,25,0,0,4,2098,3063,0.0095,741,124,5,low
IG0007318,13,creator,5824,carousel,Music,External,0,2025-04-11 02:00:00,2025-04-11,2,Friday,244,7,5,31,4341,5116,0.0561,895,108,11,viral
IG0007319,16,creator,9696,reel,Technology,External,0,2024-12-15 10:00:00,2024-12-15,10,Sunday,59,0,2,5,4987,6396,0.0103,295,120,8,low
IG0007320,16,creator,9696,carousel,Lifestyle,Reels Feed,0,2025-07-10 11:00:00,2025-07-10,11,Thursday,253,8,15,46,4909,7296,0.0441,87,127,10,high
IG0007321,3,brand,10018,carousel,Lifestyle,Profile,1,2025-04-10 12:00:00,2025-04-10,12,Thursday,296,5,16,43,4644,6301,0.0571,250,121,11,viral
IG0007322,4,creator,4972,image,Technology,Reels Feed,0,2025-01-25 03:00:00,2025-01-25,3,Saturday,132,6,8,27,4972,6843,0.0253,16,126,8,low
IG0007323,11,creator,9044,image,Food,Home Feed,1,2025-10-29 01:00:00,2025-10-29,1,Wednesday,350,10,16,51,5041,6841,0.0624,386,115,9,viral
IG0007324,14,creator,3083,reel,Food,Hashtags,1,2024-12-01 05:00:00,2024-12-01,5,Sunday,416,19,23,50,6174,9427,0.0539,433,108,13,high
IG0007325,3,brand,10018,reel,Photography,External,0,2025-07-21 20:00:00,2025-07-21,20,Monday,308,7,18,57,4567,6486,0.0601,17,136,13,viral
IG0007326,16,creator,9696,image,Comedy,External,1,2025-04-09 11:00:00,2025-04-09,11,Wednesday,58,2,5,12,4303,6762,0.0114,887,112,4,low
IG0007327,15,creator,8167,carousel,Beauty,Profile,0,2025-04-30 09:00:00,2025-04-30,9,Wednesday,144,3,3,26,2711,3246,0.0542,945,121,7,viral
IG0007328,10,creator,4542,image,Music,Hashtags,1,2025-02-06 19:00:00,2025-02-06,19,Thursday,81,1,1,16,4012,5264,0.0188,985,110,7,low
IG0007329,9,creator,6916,reel,Lifestyle,External,0,2025-04-16 03:00:00,2025-04-16,3,Wednesday,473,15,13,78,7115,8845,0.0655,291,138,10,viral
IG0007330,11,creator,9044,reel,Photography,Explore,1,2025-06-16 16:00:00,2025-06-16,16,Monday,183,5,8,23,6047,8884,0.0247,413,94,8,medium
IG0007331,16,brand,9696,reel,Fashion,Reels Feed,0,2025-02-26 11:00:00,2025-02-26,11,Wednesday,771,20,42,0,17543,26019,0.032,474,112,8,medium
IG0007332,10,brand,4542,image,Photography,Profile,1,2025-01-13 18:00:00,2025-01-13,18,Monday,441,20,36,68,12621,14439,0.0391,963,111,12,medium
IG0007333,17,creator,15923,image,Fashion,External,0,2025-02-13 20:00:00,2025-02-13,20,Thursday,167,5,11,31,6403,7873,0.0272,210,127,12,medium
IG0007334,19,creator,3447,reel,Fitness,Home Feed,1,2025-03-20 14:00:00,2025-03-20,14,Thursday,170,4,9,0,2682,4042,0.0453,81,125,9,high
IG0007335,2,brand,22291,carousel,Travel,Hashtags,1,2025-07-04 01:00:00,2025-07-04,1,Friday,111,4,4,16,4308,5726,0.0236,942,144,4,medium
IG0007336,2,creator,22291,image,Technology,Profile,0,2025-08-21 06:00:00,2025-08-21,6,Thursday,61,1,2,11,813,923,0.0813,1000,128,7,viral
IG0007337,6,brand,10034,carousel,Travel,Home Feed,1,2025-02-16 18:00:00,2025-02-16,18,Sunday,123,3,12,13,9817,11268,0.0134,546,119,12,low
IG0007338,19,creator,3447,reel,Photography,Explore,0,2025-04-16 07:00:00,2025-04-16,7,Wednesday,249,9,9,30,7108,10658,0.0279,469,111,5,low
IG0007339,8,creator,15986,reel,Travel,Hashtags,1,2025-10-23 17:00:00,2025-10-23,17,Thursday,298,9,12,50,7704,10340,0.0357,191,121,8,medium
IG0007340,3,brand,10018,reel,Music,Home Feed,1,2025-09-25 13:00:00,2025-09-25,13,Thursday,1434,33,48,198,10801,17240,0.0994,577,106,9,medium
IG0007341,14,creator,3083,reel,Fitness,Home Feed,0,2025-07-16 07:00:00,2025-07-16,7,Wednesday,33,2,0,4,1326,1758,0.0222,767,119,4,medium
IG0007342,16,creator,9696,image,Beauty,External,1,2024-12-06 20:00:00,2024-12-06,20,Friday,96,4,5,9,1250,1752,0.0651,583,117,7,viral
IG0007343,1,creator,9461,reel,Fitness,Explore,0,2025-07-29 05:00:00,2025-07-29,5,Tuesday,995,25,46,151,29268,32558,0.0374,708,121,4,medium
IG0007344,3,brand,10018,carousel,Lifestyle,Reels Feed,0,2025-04-12 02:00:00,2025-04-12,2,Saturday,374,7,13,53,4925,7555,0.0592,885,120,8,high
IG0007345,18,creator,7486,image,Music,Explore,0,2025-02-16 11:00:00,2025-02-16,11,Sunday,284,8,11,51,6510,9448,0.0375,67,122,9,medium
IG0007346,9,brand,6916,carousel,Travel,Profile,1,2025-03-05 00:00:00,2025-03-05,0,Wednesday,440,11,20,54,7209,11160,0.047,891,114,9,high
IG0007347,6,creator,10034,carousel,Beauty,External,1,2024-12-02 16:00:00,2024-12-02,16,Monday,860,29,39,127,17521,24347,0.0433,185,115,6,medium
IG0007348,1,brand,9461,carousel,Travel,Hashtags,0,2025-06-26 04:00:00,2025-06-26,4,Thursday,121,6,12,15,2248,2660,0.0579,420,133,7,high
IG0007349,10,brand,4542,image,Comedy,Hashtags,0,2025-01-05 11:00:00,2025-01-05,11,Sunday,1261,38,63,199,22818,25332,0.0616,773,116,15,viral
IG0007350,6,creator,10034,image,Comedy,External,0,2024-12-15 17:00:00,2024-12-15,17,Sunday,132,5,5,18,2638,2962,0.054,747,114,8,high
IG0007351,12,brand,13798,image,Food,Hashtags,0,2025-01-02 12:00:00,2025-01-02,12,Thursday,103,5,3,14,3105,4616,0.0271,58,120,8,medium
IG0007352,4,creator,4972,image,Fitness,Home Feed,1,2025-10-24 08:00:00,2025-10-24,8,Friday,273,8,13,48,3426,5303,0.0645,687,115,10,viral
IG0007353,13,brand,5824,image,Beauty,Home Feed,0,2025-01-03 02:00:00,2025-01-03,2,Friday,347,7,16,48,21023,24494,0.0171,79,124,8,low
IG0007354,17,creator,15923,image,Comedy,Reels Feed,1,2025-02-14 03:00:00,2025-02-14,3,Friday,148,4,6,21,4516,6796,0.0263,109,127,5,medium
IG0007355,8,creator,15986,carousel,Food,Home Feed,0,2025-01-20 09:00:00,2025-01-20,9,Monday,330,8,13,57,7371,8762,0.0466,148,116,7,high
IG0007356,20,creator,31095,carousel,Music,Explore,1,2025-04-16 09:00:00,2025-04-16,9,Wednesday,838,23,49,123,13617,15264,0.0677,813,109,11,viral
IG0007357,3,creator,10018,image,Beauty,Reels Feed,0,2025-06-19 01:00:00,2025-06-19,1,Thursday,76,1,2,13,2578,3289,0.028,796,118,5,medium
IG0007358,12,brand,13798,image,Food,Hashtags,0,2025-03-31 17:00:00,2025-03-31,17,Monday,170,7,12,30,2210,2913,0.0752,439,122,9,viral
IG0007359,7,brand,3551,carousel,Technology,External,1,2025-02-08 02:00:00,2025-02-08,2,Saturday,210,10,10,41,3765,5319,0.0509,847,117,10,high
IG0007360,12,creator,13798,image,Beauty,Home Feed,0,2025-08-06 10:00:00,2025-08-06,10,Wednesday,103,5,2,13,7280,11335,0.0109,843,120,2,low
IG0007361,2,creator,22291,reel,Photography,Explore,0,2025-05-29 21:00:00,2025-05-29,21,Thursday,81,3,3,16,4318,5687,0.0181,311,127,15,low
IG0007362,14,creator,3083,carousel,Food,Explore,1,2025-10-23 22:00:00,2025-10-23,22,Thursday,630,13,34,102,11029,15556,0.0501,351,119,9,high
IG0007363,5,brand,10739,carousel,Travel,Home Feed,1,2025-11-02 04:00:00,2025-11-02,4,Sunday,403,12,20,73,15853,21088,0.0241,298,123,8,low
